"full_name","description","html_url","language","stargazers_count","forks_count","created_at","updated_at"
"CroweCybersecurity/ps1encode","Script used to generate and encode a PowerShell based Metasploit payloads.","https://github.com/CroweCybersecurity/ps1encode","Ruby","275","75","2014-08-30T22:28:40Z","2025-05-08T12:01:09Z"
"stephenfewer/ReflectiveDLLInjection","Reflective DLL injection is a library injection technique in which the concept of reflective programming is employed to perform the loading of a library from memory into a host process.","https://github.com/stephenfewer/ReflectiveDLLInjection","C","2928","788","2011-11-04T12:59:22Z","2025-05-17T22:06:04Z"
"FSecureLABS/wePWNise","WePWNise generates architecture independent VBA code to be used in Office documents or templates and automates bypassing application control and exploit mitigation software.","https://github.com/FSecureLABS/wePWNise","Python","352","95","2016-11-09T11:01:11Z","2025-05-08T12:01:12Z"
"infosecn1nja/MaliciousMacroMSBuild","Generates Malicious Macro and Execute Powershell or Shellcode via MSBuild Application Whitelisting Bypass.","https://github.com/infosecn1nja/MaliciousMacroMSBuild","Python","508","122","2018-04-09T23:16:30Z","2025-05-10T18:12:02Z"
"ryhanson/phishery","An SSL Enabled Basic Auth Credential Harvester with a Word Document Template URL Injector","https://github.com/ryhanson/phishery","Go","995","207","2016-09-25T02:19:24Z","2025-05-02T15:57:55Z"
"bhdresh/SocialEngineeringPayloads","This is a collection of social engineering tricks and payloads being used for credential theft and spear phishing attacks.","https://github.com/bhdresh/SocialEngineeringPayloads","CSS","345","92","2017-11-17T07:03:39Z","2025-05-08T12:01:17Z"
"trustedsec/nps_payload","This script will generate payloads for basic intrusion detection avoidance. It utilizes publicly demonstrated techniques from several different sources.  Written by Larry Spohn (@Spoonman1091) Payload written by Ben Mauch (@Ben0xA) aka dirty_ben","https://github.com/trustedsec/nps_payload","Python","443","121","2017-07-23T17:01:19Z","2025-05-02T11:02:24Z"
"sevagas/macro_pack","macro_pack is a tool by @EmericNasi used to automatize obfuscation and generation of Office documents, VB scripts, shortcuts, and other formats for pentest, demo, and social engineering assessments. The goal of macro_pack is to simplify exploitation, antimalware bypass, and automatize the process from malicious macro and script generation to final document generation. It also provides a lot of helpful features useful for redteam or security research. ","https://github.com/sevagas/macro_pack","Python","2246","409","2017-10-03T18:30:06Z","2025-05-13T17:04:15Z"
"Mr-Un1k0d3r/MaliciousClickOnceGenerator","Quick Malicious ClickOnceGenerator for Red Team","https://github.com/Mr-Un1k0d3r/MaliciousClickOnceGenerator","C#","249","65","2018-03-30T21:24:04Z","2025-03-03T18:54:03Z"
"secretsquirrel/SigThief","Stealing Signatures and Making One Invalid Signature at a Time","https://github.com/secretsquirrel/SigThief","Python","2226","472","2017-09-01T20:35:48Z","2025-05-17T20:46:20Z"
"Arno0x/EmbedInHTML","Embed and hide any file in an HTML file","https://github.com/Arno0x/EmbedInHTML","HTML","486","119","2017-09-11T07:17:20Z","2025-05-08T13:54:50Z"
"trustedsec/unicorn","Unicorn is a simple tool for using a PowerShell downgrade attack and inject shellcode straight into memory. Based on Matthew Graeber's powershell attacks and the powershell bypass technique presented by David Kennedy (TrustedSec) and Josh Kelly at Defcon 18.","https://github.com/trustedsec/unicorn","Python","3828","817","2013-06-19T08:38:06Z","2025-05-17T19:36:47Z"
"vysecurity/morphHTA","morphHTA - Morphing Cobalt Strike's evil.HTA","https://github.com/vysecurity/morphHTA","Python","523","130","2017-02-24T11:27:00Z","2025-04-25T13:56:42Z"
"Mr-Un1k0d3r/SCT-obfuscator","Cobalt Strike SCT payload obfuscator","https://github.com/Mr-Un1k0d3r/SCT-obfuscator","Python","143","48","2017-06-09T18:42:16Z","2025-05-13T23:32:27Z"
"Mr-Un1k0d3r/MaliciousMacroGenerator","Malicious Macro Generator","https://github.com/Mr-Un1k0d3r/MaliciousMacroGenerator","Visual Basic","829","199","2016-09-21T23:18:14Z","2025-05-09T08:28:31Z"
"Mr-Un1k0d3r/DKMC","DKMC - Dont kill my cat - Malicious payload evasion tool","https://github.com/Mr-Un1k0d3r/DKMC","Python","1391","289","2016-12-05T03:44:07Z","2025-05-17T20:46:18Z"
"mdsecactivebreach/SharpShooter","Payload Generation Framework","https://github.com/mdsecactivebreach/SharpShooter","VBA","1861","360","2018-03-06T20:04:20Z","2025-05-12T12:06:48Z"
"mdsecactivebreach/CACTUSTORCH","CACTUSTORCH: Payload Generation for Adversary Simulations","https://github.com/mdsecactivebreach/CACTUSTORCH","Visual Basic","1005","224","2017-07-04T10:20:34Z","2025-05-08T12:01:16Z"
"0xdeadbeefJERKY/Office-DDE-Payloads","Collection of scripts and templates to generate Office documents embedded with the DDE, macro-less command execution technique.","https://github.com/0xdeadbeefJERKY/Office-DDE-Payloads","Python","638","154","2017-10-27T22:19:17Z","2025-05-16T19:21:04Z"
"bhdresh/CVE-2017-0199","Exploit toolkit CVE-2017-0199 - v4.0 is a handy python script which provides pentesters and security researchers a quick and effective way to test Microsoft Office RCE. It could generate a malicious RTF/PPSX file and deliver metasploit / meterpreter / other payload to victim without any complex configuration.","https://github.com/bhdresh/CVE-2017-0199","Python","727","262","2017-04-17T08:10:07Z","2025-04-24T07:09:05Z"
"rip1s/CVE-2017-11882","CVE-2017-11882 Exploit accepts over 17k bytes long command/code in maximum.","https://github.com/rip1s/CVE-2017-11882","Python","329","93","2017-11-21T15:22:41Z","2025-04-08T05:12:14Z"
"bhdresh/CVE-2017-8759","Exploit toolkit CVE-2017-8759 - v1.0 is a handy python script which provides pentesters and security researchers a quick and effective way to test Microsoft .NET Framework RCE. It could generate a malicious RTF file and deliver metasploit / meterpreter / other payload to victim without any complex configuration.","https://github.com/bhdresh/CVE-2017-8759","Python","317","110","2017-09-14T10:04:39Z","2025-04-17T00:40:20Z"
"rxwx/CVE-2017-8570","Proof of Concept exploit for CVE-2017-8570","https://github.com/rxwx/CVE-2017-8570","Python","186","98","2018-01-09T19:09:33Z","2025-03-03T18:54:01Z"
"DataSploit/datasploit","An #OSINT Framework to perform various recon techniques on Companies, People, Phone Number, Bitcoin Addresses, etc.,  aggregate all the raw data, and give data in multiple formats.","https://github.com/DataSploit/datasploit","Python","3112","434","2016-05-23T13:01:45Z","2025-05-16T21:03:39Z"
"smicallef/spiderfoot","SpiderFoot automates OSINT for threat intelligence and mapping your attack surface.","https://github.com/smicallef/spiderfoot","Python","14373","2438","2012-04-28T07:10:13Z","2025-05-18T08:09:51Z"
"davidtavarez/pwndb","Search for leaked credentials","https://github.com/davidtavarez/pwndb","Python","1331","250","2019-01-26T02:22:54Z","2025-05-18T08:09:58Z"
"metac0rtex/GitHarvester",,"https://github.com/metac0rtex/GitHarvester","Python","311","88","2015-08-18T08:30:15Z","2025-03-03T18:53:45Z"
"thewhiteh4t/pwnedOrNot","OSINT Tool for Finding Passwords of Compromised Email Addresses","https://github.com/thewhiteh4t/pwnedOrNot","Python","2333","324","2018-05-25T22:18:18Z","2025-05-14T23:38:17Z"
"nccgroup/typofinder","A finder of domain typos showing country of IP address","https://github.com/nccgroup/typofinder","Python","166","44","2013-12-15T15:51:43Z","2025-03-03T18:53:38Z"
"RedSiege/Just-Metadata","Just-Metadata is a tool that gathers and analyzes metadata about IP addresses.  It attempts to find relationships between systems within a large dataset.","https://github.com/RedSiege/Just-Metadata","Python","625","96","2015-06-10T21:08:27Z","2025-05-06T13:54:33Z"
"trufflesecurity/trufflehog","Find, verify, and analyze leaked credentials","https://github.com/trufflesecurity/trufflehog","Go","19111","1849","2016-12-31T05:08:12Z","2025-05-18T12:42:48Z"
"laramies/metagoofil","Metadata harvester","https://github.com/laramies/metagoofil","Python","1107","216","2015-08-13T11:18:20Z","2025-05-15T18:06:38Z"
"dchrastil/ScrapedIn","A tool to scrape LinkedIn without API restrictions for data reconnaissance","https://github.com/dchrastil/ScrapedIn","Python","1104","152","2018-03-29T12:41:24Z","2025-05-16T09:46:54Z"
"xillwillx/skiptracer","OSINT python webscaping framework","https://github.com/xillwillx/skiptracer","Python","1088","56","2018-05-18T00:59:01Z","2025-05-17T07:05:40Z"
"Greenwolf/social_mapper","A Social Media Enumeration & Correlation Tool by Jacob Wilkin(Greenwolf)","https://github.com/Greenwolf/social_mapper","Python","3892","801","2018-07-07T14:50:07Z","2025-05-18T10:08:07Z"
"nmap/nmap","Nmap - the Network Mapper. Github mirror of official SVN repository.","https://github.com/nmap/nmap","C","11097","2530","2012-03-09T14:47:43Z","2025-05-18T04:23:17Z"
"michenriksen/aquatone","A Tool for Domain Flyovers","https://github.com/michenriksen/aquatone","Go","5760","891","2015-11-19T11:30:12Z","2025-05-15T10:35:08Z"
"jordanpotti/AWSBucketDump","Security Tool to Look For Interesting Files in S3 Buckets","https://github.com/jordanpotti/AWSBucketDump","Python","1413","245","2017-06-29T19:44:01Z","2025-05-16T23:13:16Z"
"r0r0x-xx/Red-Team-OPS-Modern-Adversary",,"https://github.com/r0r0x-xx/Red-Team-OPS-Modern-Adversary",,"45","25","2020-04-28T14:16:59Z","2025-02-13T02:33:48Z"
"ashemery/exploitation-course","Offensive Software Exploitation Course","https://github.com/ashemery/exploitation-course","Python","2369","386","2019-03-28T03:39:07Z","2025-05-04T11:01:31Z"
"0sm0s1z/Voltaire","Web application to create indexes for GIAC certification examinations.","https://github.com/0sm0s1z/Voltaire","JavaScript","141","44","2015-07-31T03:03:14Z","2025-05-08T06:24:15Z"
"bigb0sss/RedTeam-OffensiveSecurity","Tools & Interesting Things for RedTeam Ops","https://github.com/bigb0sss/RedTeam-OffensiveSecurity","Python","2193","374","2020-03-25T23:48:59Z","2025-05-18T08:10:00Z"
"research-virus/stuxnet","Public open-source code of malware Stuxnet (aka MyRTUs).","https://github.com/research-virus/stuxnet","C","1062","172","2015-05-28T19:35:39Z","2025-05-13T13:08:08Z"
"micrictor/stuxnet","Open-source decompile of Stuxnet/myRTUs","https://github.com/micrictor/stuxnet","C","747","200","2014-02-16T00:10:49Z","2025-04-25T23:41:40Z"
"jwardsmith/Red-Team-Scripts","Collection of red team scripts, resources & configs.","https://github.com/jwardsmith/Red-Team-Scripts","PowerShell","10","4","2021-06-06T21:25:57Z","2025-05-09T12:11:25Z"
"rvrsh3ll/Misc-Powershell-Scripts","Random Tools","https://github.com/rvrsh3ll/Misc-Powershell-Scripts","PowerShell","839","215","2015-02-14T13:34:49Z","2025-05-11T10:31:48Z"
"SpiderLabs/malware-analysis","A repository of tools and scripts related to malware analysis","https://github.com/SpiderLabs/malware-analysis","Ruby","248","75","2012-06-01T15:53:26Z","2025-04-18T08:54:39Z"
"SpiderLabs/Nmap-Tools","SpiderLabs shared Nmap Tools","https://github.com/SpiderLabs/Nmap-Tools","Lua","229","77","2012-06-08T20:34:46Z","2025-03-31T00:54:48Z"
"ChrisTruncer/PenTestScripts","Scripts that are useful for me on pen tests","https://github.com/ChrisTruncer/PenTestScripts","Python","530","151","2013-09-16T20:31:15Z","2025-05-11T22:03:27Z"
"shr3ddersec/Shr3dKit","Red Team Tool Kit","https://github.com/shr3ddersec/Shr3dKit","Shell","1118","264","2019-02-09T18:23:46Z","2025-05-18T08:39:21Z"
"uknowsec/SharpSQLDump","Õåàþ¢æµ©ùÚÇÅõ©¡Õ┐½ÚÇƒÞÄÀÕÅûµò░µì«Õ║ôµëÇµ£ëÕ║ôÕÉì´╝îÞí¿ÕÉì´╝îÕêùÕÉìÒÇéÕàÀõ¢ôÕêñµû¡ÕÉÄÕåìÕÄ╗þ┐╗µò░µì«´╝îÞèéþ£üµùÂÚù┤ÒÇéÚÇéþö¿õ║Ämysql´╝îmssqlÒÇé","https://github.com/uknowsec/SharpSQLDump","C#","197","33","2019-11-11T02:42:42Z","2025-04-12T00:04:02Z"
"shieldfy/API-Security-Checklist","Checklist of the most important security countermeasures when designing, testing, and releasing your API","https://github.com/shieldfy/API-Security-Checklist",,"22831","2637","2017-07-08T20:01:38Z","2025-05-18T12:42:00Z"
"payloadbox/xxe-injection-payload-list","­ƒÄ» XML External Entity (XXE) Injection Payload List","https://github.com/payloadbox/xxe-injection-payload-list",,"1176","318","2019-11-19T05:04:25Z","2025-05-18T02:00:03Z"
"RedSiege/EXCELntDonut","Excel 4.0 (XLM) Macro Generator for injecting DLLs and EXEs into memory.","https://github.com/RedSiege/EXCELntDonut","Python","509","95","2020-04-14T21:24:01Z","2025-05-16T01:40:04Z"
"RedSiege/CIMplant","C# port of WMImplant which uses either CIM or WMI to query remote systems","https://github.com/RedSiege/CIMplant","C#","199","28","2021-01-29T21:41:58Z","2025-04-17T00:33:42Z"
"RedSiege/C2concealer","C2concealer is a command line tool that generates randomized C2 malleable profiles for use in Cobalt Strike.","https://github.com/RedSiege/C2concealer","Python","1063","172","2020-03-23T14:13:16Z","2025-05-18T00:19:00Z"
"dsnezhkov/TruffleSnout","Iterative  AD discovery toolkit for offensive operations","https://github.com/dsnezhkov/TruffleSnout","C#","87","17","2020-03-14T05:13:41Z","2025-04-17T00:33:27Z"
"dievus/PowerShellRunner","PowerShell runner for executing malicious payloads in order to bypass Windows Defender.","https://github.com/dievus/PowerShellRunner","PowerShell","72","19","2021-08-03T01:29:34Z","2025-05-05T08:56:44Z"
"mgeeky/Stracciatella","OpSec-safe Powershell runspace from within C# (aka SharpPick) with AMSI, Constrained Language Mode and Script Block Logging disabled at startup","https://github.com/mgeeky/Stracciatella","C#","526","65","2019-06-25T23:55:29Z","2025-05-14T19:34:56Z"
"hausec/PowerZure","PowerShell framework to assess Azure security","https://github.com/hausec/PowerZure","PowerShell","1186","172","2020-01-19T22:06:44Z","2025-05-16T00:52:58Z"
"Velocidex/c-aff4","An AFF4 C++ implementation. ","https://github.com/Velocidex/c-aff4","C++","200","34","2018-01-10T07:46:48Z","2025-04-17T15:34:22Z"
"3CORESec/MAL-CL","MAL-CL (Malicious Command-Line)","https://github.com/3CORESec/MAL-CL",,"312","44","2021-11-12T18:22:13Z","2025-04-18T04:45:50Z"
"sophoslabs/IoCs","Sophos-originated indicators-of-compromise from published reports","https://github.com/sophoslabs/IoCs","YARA","587","115","2019-01-22T16:27:45Z","2025-05-18T10:17:38Z"
"mitre-attack/car","Cyber Analytics Repository","https://github.com/mitre-attack/car","Python","938","340","2018-11-28T15:54:43Z","2025-05-18T02:01:55Z"
"elastic/detection-rules",,"https://github.com/elastic/detection-rules","Python","2287","564","2020-06-17T21:48:18Z","2025-05-18T06:03:23Z"
"orlikoski/CyLR","CyLR - Live Response Collection Tool","https://github.com/orlikoski/CyLR","C#","677","95","2016-09-06T22:14:44Z","2025-05-09T10:11:17Z"
"jonaslejon/malicious-pdf","­ƒÆÇ Generate a bunch of malicious pdf files with phone-home functionality. Can be used with Burp Collaborator or Interact.sh","https://github.com/jonaslejon/malicious-pdf","Python","3022","403","2021-08-17T10:10:12Z","2025-05-18T10:14:35Z"
"danielbohannon/Revoke-Obfuscation","PowerShell Obfuscation Detection Framework","https://github.com/danielbohannon/Revoke-Obfuscation","PowerShell","735","122","2017-07-11T01:20:48Z","2025-04-20T06:03:24Z"
"ANSSI-FR/ADTimeline","Timeline of Active Directory changes with replication metadata","https://github.com/ANSSI-FR/ADTimeline","PowerShell","500","64","2019-01-08T15:11:36Z","2025-05-16T14:32:10Z"
"ANSSI-FR/bmc-tools","RDP Bitmap Cache parser","https://github.com/ANSSI-FR/bmc-tools","Python","533","91","2016-06-27T11:32:35Z","2025-05-14T17:49:29Z"
"hlldz/Phant0m","Windows Event Log Killer","https://github.com/hlldz/Phant0m","C","1782","301","2017-05-02T17:19:30Z","2025-05-18T04:44:24Z"
"olafhartong/sysmon-modular","A repository of sysmon configuration modules","https://github.com/olafhartong/sysmon-modular","PowerShell","2778","616","2018-01-13T21:20:59Z","2025-05-18T08:04:19Z"
"mandiant/iocs","FireEye Publicly Shared Indicators of Compromise (IOCs)","https://github.com/mandiant/iocs",,"464","117","2014-08-29T00:47:14Z","2025-03-10T23:52:36Z"
"mandiant/Mandiant-Azure-AD-Investigator",,"https://github.com/mandiant/Mandiant-Azure-AD-Investigator","PowerShell","626","90","2021-01-13T13:50:35Z","2025-04-30T22:36:45Z"
"mandiant/flare-fakenet-ng","FakeNet-NG - Next Generation Dynamic Network Analysis Tool","https://github.com/mandiant/flare-fakenet-ng","Python","1915","364","2016-06-27T20:46:39Z","2025-05-17T20:46:17Z"
"mandiant/gocrack","GoCrack is a management frontend for password cracking tools written in Go","https://github.com/mandiant/gocrack","Go","1237","242","2017-10-23T14:43:59Z","2025-05-12T16:54:23Z"
"mandiant/flare-ida","IDA Pro utilities from FLARE team","https://github.com/mandiant/flare-ida","Python","2328","467","2014-07-30T18:42:23Z","2025-05-18T11:05:07Z"
"mandiant/thiri-notebook","The Threat Hunting In Rapid Iterations (THIRI) Jupyter notebook is designed as a research aide to let you rapidly prototype threat hunting rules.","https://github.com/mandiant/thiri-notebook","Python","155","14","2022-04-20T20:28:33Z","2025-01-28T07:16:13Z"
"mbevilacqua/appcompatprocessor","""Evolving AppCompat/AmCache data analysis beyond grep""","https://github.com/mbevilacqua/appcompatprocessor","Python","203","25","2017-04-02T18:11:50Z","2025-05-01T21:23:58Z"
"EricZimmerman/AmcacheParser","Parses amcache.hve files, but with a twist!","https://github.com/EricZimmerman/AmcacheParser","C#","133","19","2015-07-30T22:04:18Z","2025-05-08T19:21:21Z"
"EricZimmerman/Prefetch","Windows Prefetch parser. Supports all known versions from Windows XP to Windows 10.","https://github.com/EricZimmerman/Prefetch","C#","113","23","2016-01-19T21:24:44Z","2025-04-24T05:34:16Z"
"EricZimmerman/RECmd","Command line access to the Registry","https://github.com/EricZimmerman/RECmd","Rebol","146","35","2015-06-03T13:18:24Z","2025-05-15T17:43:10Z"
"EricZimmerman/LECmd","Lnk Explorer Command line edition!!","https://github.com/EricZimmerman/LECmd","C#","304","29","2016-02-10T22:10:18Z","2025-05-15T17:32:39Z"
"EricZimmerman/evtx","C# based evtx parser with lots of extras","https://github.com/EricZimmerman/evtx","C#","307","62","2019-03-17T16:50:07Z","2025-05-14T12:42:38Z"
"EricZimmerman/Registry","Full featured, offline Registry parser in C#","https://github.com/EricZimmerman/Registry","C#","229","51","2014-12-16T02:21:07Z","2025-04-17T01:58:29Z"
"mandiant/ShimCacheParser",,"https://github.com/mandiant/ShimCacheParser","Python","276","93","2012-04-16T15:58:53Z","2025-04-17T00:39:20Z"
"EricZimmerman/AppCompatCacheParser","AppCompatCache (shimcache) parser. Supports Windows 7 (x86 and x64), Windows 8.x, and Windows 10","https://github.com/EricZimmerman/AppCompatCacheParser","C#","117","22","2015-04-30T20:09:02Z","2025-04-23T14:36:56Z"
"Cisco-Talos/clamav","ClamAV - Documentation is here: https://docs.clamav.net","https://github.com/Cisco-Talos/clamav","C","5078","754","2012-07-20T20:37:54Z","2025-05-18T12:38:25Z"
"boxcutter/windows","Virtual machine templates for Windows written in legacy JSON and Batch Scripting/JScript","https://github.com/boxcutter/windows","Ruby","755","267","2015-02-13T03:29:15Z","2025-05-17T08:58:30Z"
"Tulpep/SDelete-Gui","Secure delete files with right click. GUI for Sysinternals SDelete tool","https://github.com/Tulpep/SDelete-Gui","C#","244","28","2014-08-04T15:38:12Z","2025-05-17T12:49:58Z"
"EricZimmerman/PECmd","Prefetch Explorer Command Line","https://github.com/EricZimmerman/PECmd","C#","254","38","2016-01-22T18:13:48Z","2025-05-15T03:24:29Z"
"CiscoCXSecurity/linikatz","linikatz is a tool to attack AD on UNIX","https://github.com/CiscoCXSecurity/linikatz","C","558","79","2018-11-15T22:19:47Z","2025-05-12T02:11:45Z"
"CiscoCXSecurity/bbqsql","SQL Injection Exploitation Tool","https://github.com/CiscoCXSecurity/bbqsql","Python","753","191","2012-01-10T15:10:28Z","2025-05-15T10:43:07Z"
"CiscoCXSecurity/enum4linux","enum4Linux is a Linux alternative to enum.exe for enumerating data from Windows and Samba hosts","https://github.com/CiscoCXSecurity/enum4linux","Perl","1273","243","2015-07-31T21:06:03Z","2025-05-18T04:03:16Z"
"CiscoCXSecurity/creddump7",,"https://github.com/CiscoCXSecurity/creddump7","Python","393","105","2014-06-24T13:18:38Z","2025-05-17T16:13:59Z"
"EricZimmerman/Get-ZimmermanTools","Get all my software","https://github.com/EricZimmerman/Get-ZimmermanTools","PowerShell","156","37","2019-01-22T18:48:46Z","2025-05-16T13:51:58Z"
"EricZimmerman/ericzimmerman.github.io","Software downloads","https://github.com/EricZimmerman/ericzimmerman.github.io","HTML","100","18","2016-02-24T15:36:19Z","2025-05-08T15:06:47Z"
"EricZimmerman/KapeFiles","This repository serves as a place for community created Targets and Modules for use with KAPE. ","https://github.com/EricZimmerman/KapeFiles",,"729","204","2018-10-09T17:13:09Z","2025-05-16T23:47:00Z"
"WiredPulse/PoSh-R2","PowerShell - Rapid Response... For the incident responder in you!","https://github.com/WiredPulse/PoSh-R2","PowerShell","299","63","2016-11-04T08:17:50Z","2025-05-01T20:32:45Z"
"crits/crits_services","CRITs Services Collection","https://github.com/crits/crits_services","Python","184","129","2014-04-15T20:21:48Z","2025-03-15T17:26:07Z"
"crits/crits","CRITs - Collaborative Research Into Threats","https://github.com/crits/crits","JavaScript","901","257","2014-04-15T20:19:22Z","2025-04-28T08:35:46Z"
"mitre/cti","Cyber Threat Intelligence Repository expressed in STIX 2.0","https://github.com/mitre/cti",,"1851","429","2017-06-05T16:18:24Z","2025-05-18T07:58:30Z"
"swannman/ircapabilities","Incident Response Hierarchy of Needs","https://github.com/swannman/ircapabilities",,"460","41","2016-12-18T21:56:53Z","2025-05-12T09:35:26Z"
"loneicewolf/Agent.btz","agent.btz download MALWARE BINARY PROVIDED + POC video","https://github.com/loneicewolf/Agent.btz","C","16","8","2021-01-24T18:28:10Z","2024-12-28T17:49:10Z"
"cube0x0/SharpSystemTriggers","Collection of remote authentication triggers in C# ","https://github.com/cube0x0/SharpSystemTriggers","C","484","58","2021-09-12T18:18:15Z","2025-04-26T15:10:03Z"
"GhostPack/Certify","Active Directory certificate abuse.","https://github.com/GhostPack/Certify","C#","1669","230","2021-06-09T22:03:30Z","2025-05-17T17:10:16Z"
"djhohnstein/WireTap",".NET 4.0 Project to interact with video, audio and keyboard hardware.","https://github.com/djhohnstein/WireTap","C#","216","53","2019-01-07T07:33:02Z","2025-04-17T00:39:38Z"
"0xthirteen/StayKit","Cobalt Strike kit for Persistence","https://github.com/0xthirteen/StayKit",,"475","72","2020-01-24T22:20:20Z","2025-04-13T04:19:11Z"
"0xthirteen/SharpRDP","Remote Desktop Protocol .NET Console Application for Authenticated Command Execution","https://github.com/0xthirteen/SharpRDP","C#","1048","550","2020-01-21T08:31:50Z","2025-05-17T16:20:10Z"
"PowerShellMafia/PowerSCCM","PowerSCCM - PowerShell module to interact with SCCM deployments","https://github.com/PowerShellMafia/PowerSCCM","PowerShell","359","106","2016-01-28T00:20:22Z","2025-05-15T19:38:02Z"
"threatexpress/portplow","PortPlow is a distributed port and system scanning & enumeration service. It enables the quick and automated enumeration of ports and services from multiple systems managed by a central console.","https://github.com/threatexpress/portplow","JavaScript","54","10","2018-02-07T23:14:32Z","2025-04-13T04:00:00Z"
"0xthirteen/MoveKit","Cobalt Strike kit for Lateral Movement","https://github.com/0xthirteen/MoveKit","C#","668","108","2020-01-24T22:19:16Z","2025-05-16T01:20:21Z"
"Ne0nd0g/merlin","Merlin is a cross-platform post-exploitation HTTP/2 Command & Control  server and agent written in golang.","https://github.com/Ne0nd0g/merlin","Go","5233","828","2017-01-06T11:18:20Z","2025-05-17T16:16:17Z"
"GhostManager/Shepherd","A Django application to help red team operators manage a library of domain names","https://github.com/GhostManager/Shepherd","Python","165","34","2019-01-15T20:22:36Z","2025-04-17T00:42:11Z"
"GhostManager/DomainCheck","DomainCheck is designed to assist operators with monitoring changes related to their domain names. This includes negative changes in categorization, VirusTotal detections, and appearances on malware blacklists. DomainCheck currently works only with NameCheap.","https://github.com/GhostManager/DomainCheck","Python","233","29","2018-12-03T01:34:48Z","2025-04-13T03:56:14Z"
"GhostManager/Ghostwriter","The SpecterOps project management and reporting engine","https://github.com/GhostManager/Ghostwriter","Python","1513","205","2019-07-16T21:19:43Z","2025-05-18T09:39:29Z"
"threatexpress/domainhunter","Checks expired domains for categorization/reputation and Archive.org history to determine good candidates for phishing and C2 domain names","https://github.com/threatexpress/domainhunter","Python","1591","289","2017-03-01T11:16:26Z","2025-05-14T04:16:48Z"
"threatexpress/cs2modrewrite","Convert Cobalt Strike profiles to modrewrite scripts","https://github.com/threatexpress/cs2modrewrite","Python","603","116","2017-06-06T14:53:57Z","2025-05-14T02:01:54Z"
"Invoke-IR/WmiEvent","A PowerShell module to abstract the complexities of Permanent WMI Event Subscriptions","https://github.com/Invoke-IR/WmiEvent","PowerShell","55","10","2016-01-10T02:27:30Z","2025-02-02T12:18:13Z"
"Invoke-IR/ForensicPosters",,"https://github.com/Invoke-IR/ForensicPosters",,"446","82","2015-05-06T03:13:53Z","2025-05-13T15:57:53Z"
"Invoke-IR/ACE","Automated, Collection, and Enrichment Platform","https://github.com/Invoke-IR/ACE","PowerShell","325","61","2017-08-01T19:30:19Z","2025-04-17T00:42:32Z"
"Invoke-IR/PowerForensics","PowerForensics provides an all in one platform for live disk forensic analysis","https://github.com/Invoke-IR/PowerForensics","C#","1399","275","2015-03-07T17:12:19Z","2025-05-17T16:14:32Z"
"bats3c/darkarmour","Windows AV Evasion","https://github.com/bats3c/darkarmour","Python","780","123","2020-04-06T20:48:20Z","2025-05-17T16:20:29Z"
"kgretzky/evilginx2","Standalone man-in-the-middle attack framework used for phishing login credentials along with session cookies, allowing for the bypass of 2-factor authentication","https://github.com/kgretzky/evilginx2","Go","13017","2254","2018-07-10T09:59:52Z","2025-05-17T22:06:20Z"
"xbufu/ADLab","Custom PowerShell module to setup an Active Directory lab environment to practice penetration testing.","https://github.com/xbufu/ADLab","PowerShell","176","32","2021-09-29T09:36:11Z","2025-04-10T08:44:38Z"
"alebov/AD-lab","An active directory laboratory for penetration testing.","https://github.com/alebov/AD-lab","PowerShell","131","43","2020-10-05T14:51:45Z","2025-04-18T13:30:11Z"
"rootsecdev/Azure-Red-Team","Azure Security Resources and Notes","https://github.com/rootsecdev/Azure-Red-Team","PowerShell","1550","211","2020-03-14T12:02:14Z","2025-05-18T11:08:46Z"
"Azure/Stormspotter","Azure Red Team tool for graphing Azure and Azure Active Directory objects","https://github.com/Azure/Stormspotter","Python","1600","204","2020-04-22T22:29:16Z","2025-05-18T01:48:13Z"
"mrd0x/BITB","Browser In The Browser (BITB) Templates","https://github.com/mrd0x/BITB","JavaScript","2819","475","2022-03-15T16:51:39Z","2025-05-14T16:53:45Z"
"curated-intel/Log4Shell-IOCs","A collection of intelligence about Log4Shell and its exploitation activity. ","https://github.com/curated-intel/Log4Shell-IOCs","Python","184","36","2021-12-12T16:20:54Z","2025-04-28T16:40:21Z"
"curated-intel/Ukraine-Cyber-Operations","Curated Intelligence is working with analysts from around the world to provide useful information to organisations in Ukraine looking for additional free threat intelligence. Slava Ukraini. Glory to Ukraine.","https://github.com/curated-intel/Ukraine-Cyber-Operations","YARA","926","90","2022-02-25T19:13:23Z","2025-05-13T01:39:34Z"
"MISP/MISP","MISP (core software) - Open Source Threat Intelligence and Sharing Platform","https://github.com/MISP/MISP","PHP","5703","1460","2013-02-07T17:10:34Z","2025-05-18T01:53:49Z"
"sketchymoose/UrlCheckerScript","Script for querying VirusTotal for multiple domain/IPs history and parsing for malicious hits","https://github.com/sketchymoose/UrlCheckerScript","Python","9","2","2013-11-13T09:56:35Z","2023-04-14T17:32:28Z"
"clairmont32/VirusTotal-Tools","Submits multiple domains to VirusTotal API","https://github.com/clairmont32/VirusTotal-Tools","Python","60","33","2015-07-01T22:48:02Z","2024-08-12T19:18:08Z"
