repo_full_name,repo_url,description,stars,list_name
trustedsec/nps_payload,https://github.com/trustedsec/nps_payload,This script will generate payloads for basic intrusion detection avoidance. It utilizes publicly demonstrated techniques from several different sources.  Written by Larry Spohn (@Spoonman1091) Payload written by Ben Mauch (@Ben0xA) aka dirty_ben,443,Penetration Testing
sevagas/macro_pack,https://github.com/sevagas/macro_pack,"macro_pack is a tool by @EmericNasi used to automatize obfuscation and generation of Office documents, VB scripts, shortcuts, and other formats for pentest, demo, and social engineering assessments. The goal of macro_pack is to simplify exploitation, antimalware bypass, and automatize the process from malicious macro and script generation to final document generation. It also provides a lot of helpful features useful for redteam or security research. ",2246,Penetration Testing
Mr-Un1k0d3r/MaliciousClickOnceGenerator,https://github.com/Mr-Un1k0d3r/MaliciousClickOnceGenerator,Quick Malicious ClickOnceGenerator for Red Team,249,Penetration Testing
secretsquirrel/SigThief,https://github.com/secretsquirrel/SigThief,Stealing Signatures and Making One Invalid Signature at a Time,2226,Penetration Testing
Arno0x/EmbedInHTML,https://github.com/Arno0x/EmbedInHTML,Embed and hide any file in an HTML file,486,Penetration Testing
trustedsec/unicorn,https://github.com/trustedsec/unicorn,Unicorn is a simple tool for using a PowerShell downgrade attack and inject shellcode straight into memory. Based on Matthew Graeber's powershell attacks and the powershell bypass technique presented by David Kennedy (TrustedSec) and Josh Kelly at Defcon 18.,3828,Penetration Testing
vysecurity/morphHTA,https://github.com/vysecurity/morphHTA,morphHTA - Morphing Cobalt Strike's evil.HTA,523,Penetration Testing
Mr-Un1k0d3r/SCT-obfuscator,https://github.com/Mr-Un1k0d3r/SCT-obfuscator,Cobalt Strike SCT payload obfuscator,143,Penetration Testing
Mr-Un1k0d3r/MaliciousMacroGenerator,https://github.com/Mr-Un1k0d3r/MaliciousMacroGenerator,Malicious Macro Generator,829,Penetration Testing
Mr-Un1k0d3r/DKMC,https://github.com/Mr-Un1k0d3r/DKMC,DKMC - Dont kill my cat - Malicious payload evasion tool,1391,Penetration Testing
mdsecactivebreach/SharpShooter,https://github.com/mdsecactivebreach/SharpShooter,Payload Generation Framework,1861,Penetration Testing
mdsecactivebreach/CACTUSTORCH,https://github.com/mdsecactivebreach/CACTUSTORCH,CACTUSTORCH: Payload Generation for Adversary Simulations,1005,Penetration Testing
0xdeadbeefJERKY/Office-DDE-Payloads,https://github.com/0xdeadbeefJERKY/Office-DDE-Payloads,"Collection of scripts and templates to generate Office documents embedded with the DDE, macro-less command execution technique.",638,Penetration Testing
DataSploit/datasploit,https://github.com/DataSploit/datasploit,"An #OSINT Framework to perform various recon techniques on Companies, People, Phone Number, Bitcoin Addresses, etc.,  aggregate all the raw data, and give data in multiple formats.",3112,Penetration Testing
smicallef/spiderfoot,https://github.com/smicallef/spiderfoot,SpiderFoot automates OSINT for threat intelligence and mapping your attack surface.,14373,Penetration Testing
davidtavarez/pwndb,https://github.com/davidtavarez/pwndb,Search for leaked credentials,1331,Penetration Testing
metac0rtex/GitHarvester,https://github.com/metac0rtex/GitHarvester,,311,Penetration Testing
thewhiteh4t/pwnedOrNot,https://github.com/thewhiteh4t/pwnedOrNot,OSINT Tool for Finding Passwords of Compromised Email Addresses,2333,Penetration Testing
nccgroup/typofinder,https://github.com/nccgroup/typofinder,A finder of domain typos showing country of IP address,166,Penetration Testing
RedSiege/Just-Metadata,https://github.com/RedSiege/Just-Metadata,Just-Metadata is a tool that gathers and analyzes metadata about IP addresses.  It attempts to find relationships between systems within a large dataset.,625,Penetration Testing
trufflesecurity/trufflehog,https://github.com/trufflesecurity/trufflehog,"Find, verify, and analyze leaked credentials",19111,Penetration Testing
laramies/metagoofil,https://github.com/laramies/metagoofil,Metadata harvester,1107,Penetration Testing
dchrastil/ScrapedIn,https://github.com/dchrastil/ScrapedIn,A tool to scrape LinkedIn without API restrictions for data reconnaissance,1104,Penetration Testing
xillwillx/skiptracer,https://github.com/xillwillx/skiptracer,OSINT python webscaping framework,1088,Penetration Testing
Greenwolf/social_mapper,https://github.com/Greenwolf/social_mapper,A Social Media Enumeration & Correlation Tool by Jacob Wilkin(Greenwolf),3892,Penetration Testing
nmap/nmap,https://github.com/nmap/nmap,Nmap - the Network Mapper. Github mirror of official SVN repository.,11097,Penetration Testing
michenriksen/aquatone,https://github.com/michenriksen/aquatone,A Tool for Domain Flyovers,5760,Penetration Testing
jordanpotti/AWSBucketDump,https://github.com/jordanpotti/AWSBucketDump,Security Tool to Look For Interesting Files in S3 Buckets,1413,Penetration Testing
research-virus/stuxnet,https://github.com/research-virus/stuxnet,Public open-source code of malware Stuxnet (aka MyRTUs).,1062,Penetration Testing
micrictor/stuxnet,https://github.com/micrictor/stuxnet,Open-source decompile of Stuxnet/myRTUs,747,Penetration Testing
rvrsh3ll/Misc-Powershell-Scripts,https://github.com/rvrsh3ll/Misc-Powershell-Scripts,Random Tools,839,Penetration Testing
SpiderLabs/Nmap-Tools,https://github.com/SpiderLabs/Nmap-Tools,SpiderLabs shared Nmap Tools,229,Penetration Testing
ChrisTruncer/PenTestScripts,https://github.com/ChrisTruncer/PenTestScripts,Scripts that are useful for me on pen tests,530,Penetration Testing
shr3ddersec/Shr3dKit,https://github.com/shr3ddersec/Shr3dKit,Red Team Tool Kit,1118,Penetration Testing
uknowsec/SharpSQLDump,https://github.com/uknowsec/SharpSQLDump,内网渗透中快速获取数据库所有库名，表名，列名。具体判断后再去翻数据，节省时间。适用于mysql，mssql。,197,Penetration Testing
RedSiege/EXCELntDonut,https://github.com/RedSiege/EXCELntDonut,Excel 4.0 (XLM) Macro Generator for injecting DLLs and EXEs into memory.,509,Penetration Testing
RedSiege/CIMplant,https://github.com/RedSiege/CIMplant,C# port of WMImplant which uses either CIM or WMI to query remote systems,199,Penetration Testing
RedSiege/C2concealer,https://github.com/RedSiege/C2concealer,C2concealer is a command line tool that generates randomized C2 malleable profiles for use in Cobalt Strike.,1063,Penetration Testing
dsnezhkov/TruffleSnout,https://github.com/dsnezhkov/TruffleSnout,Iterative  AD discovery toolkit for offensive operations,87,Penetration Testing
dievus/PowerShellRunner,https://github.com/dievus/PowerShellRunner,PowerShell runner for executing malicious payloads in order to bypass Windows Defender.,72,Penetration Testing
mgeeky/Stracciatella,https://github.com/mgeeky/Stracciatella,"OpSec-safe Powershell runspace from within C# (aka SharpPick) with AMSI, Constrained Language Mode and Script Block Logging disabled at startup",526,Penetration Testing
hausec/PowerZure,https://github.com/hausec/PowerZure,PowerShell framework to assess Azure security,1186,Penetration Testing
3CORESec/MAL-CL,https://github.com/3CORESec/MAL-CL,MAL-CL (Malicious Command-Line),312,Penetration Testing
jonaslejon/malicious-pdf,https://github.com/jonaslejon/malicious-pdf,💀 Generate a bunch of malicious pdf files with phone-home functionality. Can be used with Burp Collaborator or Interact.sh,3022,Penetration Testing
hlldz/Phant0m,https://github.com/hlldz/Phant0m,Windows Event Log Killer,1782,Penetration Testing
mandiant/gocrack,https://github.com/mandiant/gocrack,GoCrack is a management frontend for password cracking tools written in Go,1237,Penetration Testing
CiscoCXSecurity/enum4linux,https://github.com/CiscoCXSecurity/enum4linux,enum4Linux is a Linux alternative to enum.exe for enumerating data from Windows and Samba hosts,1273,Penetration Testing
CiscoCXSecurity/creddump7,https://github.com/CiscoCXSecurity/creddump7,,393,Penetration Testing
loneicewolf/Agent.btz,https://github.com/loneicewolf/Agent.btz,agent.btz download MALWARE BINARY PROVIDED + POC video,16,Penetration Testing
cube0x0/SharpSystemTriggers,https://github.com/cube0x0/SharpSystemTriggers,Collection of remote authentication triggers in C# ,484,Penetration Testing
0xthirteen/StayKit,https://github.com/0xthirteen/StayKit,Cobalt Strike kit for Persistence,475,Penetration Testing
0xthirteen/SharpRDP,https://github.com/0xthirteen/SharpRDP,Remote Desktop Protocol .NET Console Application for Authenticated Command Execution,1048,Penetration Testing
PowerShellMafia/PowerSCCM,https://github.com/PowerShellMafia/PowerSCCM,PowerSCCM - PowerShell module to interact with SCCM deployments,359,Penetration Testing
0xthirteen/MoveKit,https://github.com/0xthirteen/MoveKit,Cobalt Strike kit for Lateral Movement,668,Penetration Testing
GhostManager/Shepherd,https://github.com/GhostManager/Shepherd,A Django application to help red team operators manage a library of domain names,165,Penetration Testing
GhostManager/DomainCheck,https://github.com/GhostManager/DomainCheck,"DomainCheck is designed to assist operators with monitoring changes related to their domain names. This includes negative changes in categorization, VirusTotal detections, and appearances on malware blacklists. DomainCheck currently works only with NameCheap.",233,Penetration Testing
GhostManager/Ghostwriter,https://github.com/GhostManager/Ghostwriter,The SpecterOps project management and reporting engine,1513,Penetration Testing
threatexpress/domainhunter,https://github.com/threatexpress/domainhunter,Checks expired domains for categorization/reputation and Archive.org history to determine good candidates for phishing and C2 domain names,1591,Penetration Testing
threatexpress/cs2modrewrite,https://github.com/threatexpress/cs2modrewrite,Convert Cobalt Strike profiles to modrewrite scripts,603,Penetration Testing
Invoke-IR/WmiEvent,https://github.com/Invoke-IR/WmiEvent,A PowerShell module to abstract the complexities of Permanent WMI Event Subscriptions,55,Penetration Testing
bats3c/darkarmour,https://github.com/bats3c/darkarmour,Windows AV Evasion,780,Penetration Testing
kgretzky/evilginx2,https://github.com/kgretzky/evilginx2,"Standalone man-in-the-middle attack framework used for phishing login credentials along with session cookies, allowing for the bypass of 2-factor authentication",13017,Penetration Testing
mrd0x/BITB,https://github.com/mrd0x/BITB,Browser In The Browser (BITB) Templates,2819,Penetration Testing
rsmudge/ElevateKit,https://github.com/rsmudge/ElevateKit,The Elevate Kit demonstrates how to use third-party privilege escalation attacks with Cobalt Strike's Beacon payload.,914,Penetration Testing
freeload101/Bloodhound-Portable,https://github.com/freeload101/Bloodhound-Portable,Bloodhound Portable for Windows,51,Penetration Testing
whitehat-zero/PowEnum,https://github.com/whitehat-zero/PowEnum,Executes common PowerSploit Powerview functions then combines output into a spreadsheet for easy analysis.,67,Penetration Testing
PowerShell/GPRegistryPolicyParser,https://github.com/PowerShell/GPRegistryPolicyParser,,155,Penetration Testing
CCob/SharpBlock,https://github.com/CCob/SharpBlock,A method of bypassing EDR's active projection DLL's by preventing entry point exection,1143,Penetration Testing
praetorian-inc/PortBender,https://github.com/praetorian-inc/PortBender,TCP Port Redirection Utility,721,Penetration Testing
clinicallyinane/shellcode_launcher,https://github.com/clinicallyinane/shellcode_launcher,Shellcode launcher utility,477,Penetration Testing
gurnec/HashCheck,https://github.com/gurnec/HashCheck,"HashCheck Shell Extension for Windows with added SHA2, SHA3, and multithreading; originally from code.kliu.org",1861,Penetration Testing
RedSiege/Egress-Assess,https://github.com/RedSiege/Egress-Assess,Egress-Assess is a tool used to test egress data detection capabilities,655,Penetration Testing
JacksonVD/PwnedPasswordsNTLM,https://github.com/JacksonVD/PwnedPasswordsNTLM,Quick binary search for NTLM hash dataset,17,Penetration Testing
Raikia/CredNinja,https://github.com/Raikia/CredNinja,"A multithreaded tool designed to identify if credentials are valid, invalid, or local admin valid credentials within a network at-scale via SMB, plus now with a user hunter",449,Penetration Testing
kfosaaen/Get-LAPSPasswords,https://github.com/kfosaaen/Get-LAPSPasswords,"Powershell function to pull the local admin passwords from LDAP, stored there by LAPS.",119,Penetration Testing
eladshamir/Internal-Monologue,https://github.com/eladshamir/Internal-Monologue,Internal Monologue Attack: Retrieving NTLM Hashes without Touching LSASS,1522,Penetration Testing
denandz/KeeFarce,https://github.com/denandz/KeeFarce,"Extracts passwords from a KeePass 2.x database, directly from memory.",1009,Penetration Testing
GhostPack/KeeThief,https://github.com/GhostPack/KeeThief,"Methods for attacking KeePass 2.X databases, including extracting of encryption key material from memory.",948,Penetration Testing
Raikia/Get-ReconInfo,https://github.com/Raikia/Get-ReconInfo,A powershell script that prints a lot of IP and connection info to the screen,31,Penetration Testing
OJ/gobuster,https://github.com/OJ/gobuster,"Directory/File, DNS and VHost busting tool written in Go",11724,Penetration Testing
sensepost/gowitness,https://github.com/sensepost/gowitness,"🔍 gowitness - a golang, web screenshot utility using Chrome Headless",3727,Penetration Testing
outflanknl/Net-GPPPassword,https://github.com/outflanknl/Net-GPPPassword,.NET implementation of Get-GPPPassword. Retrieves the plaintext password and other information for accounts pushed through Group Policy Preferences.,173,Penetration Testing
dirkjanm/PrivExchange,https://github.com/dirkjanm/PrivExchange,Exchange your privileges for Domain Admin privs by abusing Exchange,1014,Penetration Testing
sensepost/ruler,https://github.com/sensepost/ruler,A tool to abuse Exchange services,2224,Penetration Testing
FSecureLABS/SharpClipHistory,https://github.com/FSecureLABS/SharpClipHistory,SharpClipHistory is a .NET application written in C# that can be used to read the contents of a user's clipboard history in Windows 10 starting from the 1809 Build.,195,Penetration Testing
panagioto/SharpExchangePriv,https://github.com/panagioto/SharpExchangePriv,A C# implementation of PrivExchange by @_dirkjan.,156,Penetration Testing
anthemtotheego/SharpExec,https://github.com/anthemtotheego/SharpExec,,347,Penetration Testing
rasta-mouse/TikiTorch,https://github.com/rasta-mouse/TikiTorch,Process Injection,761,Penetration Testing
lanmaster53/ptscripts,https://github.com/lanmaster53/ptscripts,,44,Penetration Testing
praetorian-inc/vulcan,https://github.com/praetorian-inc/vulcan,a tool to make it easy and fast to test various forms of injection,173,Penetration Testing
peewpw/Invoke-PSImage,https://github.com/peewpw/Invoke-PSImage,Encodes a PowerShell script in the pixels of a PNG file and generates a oneliner to execute,2178,Penetration Testing
nettitude/Invoke-PowerThIEf,https://github.com/nettitude/Invoke-PowerThIEf,"The PowerThIEf, an Internet Explorer Post Exploitation library",131,Penetration Testing
curi0usJack/luckystrike,https://github.com/curi0usJack/luckystrike,A PowerShell based utility for the creation of malicious Office macro documents.,1105,Penetration Testing
threatexpress/metatwin,https://github.com/threatexpress/metatwin,"The project is designed as a file resource cloner.  Metadata, including digital signature, is extracted from one file and injected into another.",345,Penetration Testing
outflanknl/NetshHelperBeacon,https://github.com/outflanknl/NetshHelperBeacon,Example DLL to load from Windows NetShell,180,Penetration Testing
mattifestation/PSReflect,https://github.com/mattifestation/PSReflect,"Easily define in-memory enums, structs, and Win32 functions in PowerShell",222,Penetration Testing
G0ldenGunSec/PowerPriv,https://github.com/G0ldenGunSec/PowerPriv,A Powershell implementation of PrivExchange designed to run under the current user's context,124,Penetration Testing
outflanknl/Dumpert,https://github.com/outflanknl/Dumpert,LSASS memory dumper using direct system calls and API unhooking.,1531,Penetration Testing
outflanknl/EvilClippy,https://github.com/outflanknl/EvilClippy,"A cross-platform assistant for creating malicious MS Office documents. Can hide VBA macros, stomp VBA code (via P-Code) and confuse macro analysis tools. Runs on Linux, OSX and Windows.",2170,Penetration Testing
med0x2e/GadgetToJScript,https://github.com/med0x2e/GadgetToJScript,A tool for generating .NET serialized gadgets that can trigger .NET assembly load/execution when deserialized using BinaryFormatter from JS/VBS/VBA based scripts.,950,Penetration Testing
enigma0x3/Generate-Macro,https://github.com/enigma0x3/Generate-Macro,This Powershell script will generate a malicious Microsoft Office document with a specified payload and persistence method.,677,Penetration Testing
Arvanaghi/CheckPlease,https://github.com/Arvanaghi/CheckPlease,"Sandbox evasion modules written in PowerShell, Python, Go, Ruby, C, C#, Perl, and Rust.",919,Penetration Testing
nccgroup/demiguise,https://github.com/nccgroup/demiguise,HTA encryption tool for RedTeams,1395,Penetration Testing
tyranid/DotNetToJScript,https://github.com/tyranid/DotNetToJScript,A tool to create a JScript file which loads a .NET v2 assembly from memory.,1279,Penetration Testing
danielbohannon/Invoke-DOSfuscation,https://github.com/danielbohannon/Invoke-DOSfuscation,Cmd.exe Command Obfuscation Generator & Detection Test Harness,882,Penetration Testing
cobbr/PSAmsi,https://github.com/cobbr/PSAmsi,PSAmsi is a tool for auditing and defeating AMSI signatures.,390,Penetration Testing
joesecurity/pafishmacro,https://github.com/joesecurity/pafishmacro,Pafish Macro is a Macro enabled Office Document to detect malware analysis systems and sandboxes. It uses evasion & detection techniques implemented by malicious documents.,282,Penetration Testing
Mr-Un1k0d3r/PowerLessShell,https://github.com/Mr-Un1k0d3r/PowerLessShell,Run PowerShell command without invoking powershell.exe,1505,Penetration Testing
Cn33liz/StarFighters,https://github.com/Cn33liz/StarFighters,"A JavaScript and VBScript Based Empire Launcher, which runs within their own embedded PowerShell Host.",320,Penetration Testing
jthuraisamy/SysWhispers,https://github.com/jthuraisamy/SysWhispers,AV/EDR evasion via direct system calls.,1870,Penetration Testing
RedSiege/WMIOps,https://github.com/RedSiege/WMIOps,"This repo is for WMIOps, a powershell script which uses WMI for various purposes across a network.",384,Penetration Testing
friedrich/hans,https://github.com/friedrich/hans,IP over ICMP,452,Penetration Testing
rasta-mouse/Sherlock,https://github.com/rasta-mouse/Sherlock,PowerShell script to quickly find missing software patches for local privilege escalation vulnerabilities.,1940,Penetration Testing
nyxgeek/o365recon,https://github.com/nyxgeek/o365recon,retrieve information via O365 and AzureAD with a valid cred,720,Penetration Testing
phra/PEzor,https://github.com/phra/PEzor,Open-Source Shellcode & PE Packer,1949,Penetration Testing
itm4n/PrintSpoofer,https://github.com/itm4n/PrintSpoofer,"Abusing impersonation privileges through the ""Printer Bug""",1997,Penetration Testing
pandasec888/taowu-cobalt_strike,https://github.com/pandasec888/taowu-cobalt_strike,,1798,Penetration Testing
b4rtik/SharpKatz,https://github.com/b4rtik/SharpKatz,"Porting of mimikatz sekurlsa::logonpasswords,  sekurlsa::ekeys and lsadump::dcsync commands",1001,Penetration Testing
timwhitez/Cobalt-Strike-Aggressor-Scripts,https://github.com/timwhitez/Cobalt-Strike-Aggressor-Scripts,Cobalt Strike Aggressor 插件包,670,Penetration Testing
GDSSecurity/PSAttack,https://github.com/GDSSecurity/PSAttack,A portable console aimed at making pentesting with PowerShell a little easier.,45,Penetration Testing
Ben0xA/nps,https://github.com/Ben0xA/nps,Not PowerShell,446,Penetration Testing
tijme/binaries,https://github.com/tijme/binaries,A mirror of several precompiled standalone red-teaming tools.,19,Penetration Testing
S3cur3Th1sSh1t/PowerSharpPack,https://github.com/S3cur3Th1sSh1t/PowerSharpPack,,1586,Penetration Testing
vletoux/SpoolerScanner,https://github.com/vletoux/SpoolerScanner,Check if MS-RPRN is remotely available with powershell/c#,173,Penetration Testing
funkandwagnalls/ranger,https://github.com/funkandwagnalls/ranger,A tool for security professionals to access and interact with remote Microsoft Windows based systems.,431,Penetration Testing
maaaaz/impacket-examples-windows,https://github.com/maaaaz/impacket-examples-windows,The great impacket example scripts compiled for Windows,956,Penetration Testing
fullhunt/log4j-scan,https://github.com/fullhunt/log4j-scan,"A fully automated, accurate, and extensive scanner for finding log4j RCE CVE-2021-44228 ",3417,Penetration Testing
NotMedic/NetNTLMtoSilverTicket,https://github.com/NotMedic/NetNTLMtoSilverTicket,SpoolSample -> Responder w/NetNTLM Downgrade -> NetNTLMv1 -> NTLM -> Kerberos Silver Ticket,855,Penetration Testing
Yaxser/CobaltStrike-BOF,https://github.com/Yaxser/CobaltStrike-BOF,Collection of beacon BOF written to learn windows and cobaltstrike,348,Penetration Testing
FuzzySecurity/PowerShell-Suite,https://github.com/FuzzySecurity/PowerShell-Suite,My musings with PowerShell,2664,Penetration Testing
FuzzySecurity/Sharp-Suite,https://github.com/FuzzySecurity/Sharp-Suite,Also known by Microsoft as Knifecoat :hot_pepper:,1134,Penetration Testing
poweradminllc/PAExec,https://github.com/poweradminllc/PAExec,"Remote execution, like PsExec",560,Penetration Testing
tobor88/ReversePowerShell,https://github.com/tobor88/ReversePowerShell,Functions that can be used to gain Reverse Shells with PowerShell,83,Penetration Testing
kurogai/100-redteam-projects,https://github.com/kurogai/100-redteam-projects,Projects for security students,2526,Penetration Testing
milo2012/portia,https://github.com/milo2012/portia,Portia aims to automate a number of techniques commonly performed on internal network penetration tests after a low privileged account has been compromised.  Portia performs privilege escalation as well as lateral movement automatically in the network,170,Penetration Testing
lengjibo/RedTeamTools,https://github.com/lengjibo/RedTeamTools,记录自己编写、修改的部分工具,1448,Penetration Testing
enigma0x3/Powershell-C2,https://github.com/enigma0x3/Powershell-C2,,52,Penetration Testing
enigma0x3/Powershell-Payload-Excel-Delivery,https://github.com/enigma0x3/Powershell-Payload-Excel-Delivery,Uses Invoke-Shellcode to execute a payload and persist on the system.,114,Penetration Testing
Cn33liz/p0wnedShell,https://github.com/Cn33liz/p0wnedShell,PowerShell Runspace Post Exploitation Toolkit,1537,Penetration Testing
BorjaMerino/Pazuzu,https://github.com/BorjaMerino/Pazuzu,Pazuzu: Reflective DLL to run binaries from memory,215,Penetration Testing
Kevin-Robertson/Invoke-TheHash,https://github.com/Kevin-Robertson/Invoke-TheHash,PowerShell Pass The Hash Utils,1578,Penetration Testing
chryzsh/JenkinsPasswordSpray,https://github.com/chryzsh/JenkinsPasswordSpray,A tool to password spray Jenkins instances,56,Penetration Testing
enigma0x3/Misc-PowerShell-Stuff,https://github.com/enigma0x3/Misc-PowerShell-Stuff,random powershell goodness,447,Penetration Testing
FatRodzianko/SharpBypassUAC,https://github.com/FatRodzianko/SharpBypassUAC,C# tool for UAC bypasses,430,Penetration Testing
hfiref0x/UACME,https://github.com/hfiref0x/UACME,Defeating Windows User Account Control,6753,Penetration Testing
hatRiot/token-priv,https://github.com/hatRiot/token-priv,Token Privilege Research,821,Penetration Testing
trustedsec/ptf,https://github.com/trustedsec/ptf,The Penetration Testers Framework (PTF) is a way for modular support for up-to-date tools.,5300,Penetration Testing
tobor88/PowerShell-Red-Team,https://github.com/tobor88/PowerShell-Red-Team,Collection of PowerShell functions a Red Teamer may use in an engagement,522,Penetration Testing
FourCoreLabs/EDRHunt,https://github.com/FourCoreLabs/EDRHunt,Scan installed EDRs and AVs on Windows,583,Penetration Testing
cudeso/security-tools,https://github.com/cudeso/security-tools,"Security tools, scanners, exploit code",31,Penetration Testing
jermeyyy/rooty,https://github.com/jermeyyy/rooty,Academic project of Linux rootkit made for Bachelor Engineering Thesis.,103,Penetration Testing
Veil-Framework/Veil,https://github.com/Veil-Framework/Veil,Veil 3.1.X (Check version info in Veil at runtime),4100,Penetration Testing
proxycannon/proxycannon-ng,https://github.com/proxycannon/proxycannon-ng,A private botnet using multiple cloud environments for pentesters and red teamers. - Built by the community during a hackathon at the WWHF 2018 security conference,625,Penetration Testing
SofianeHamlaoui/Lockdoor-Framework,https://github.com/SofianeHamlaoui/Lockdoor-Framework,🔐 Lockdoor Framework : A Penetration Testing framework with Cyber Security Resources,1454,Penetration Testing
joswr1ght/cowpatty,https://github.com/joswr1ght/cowpatty,coWPAtty: WPA2-PSK Cracking,209,Penetration Testing
lanmaster53/recon-ng,https://github.com/lanmaster53/recon-ng,Open Source Intelligence gathering tool aimed at reducing the time spent harvesting information from open sources.,4654,Penetration Testing
bitsadmin/fakelogonscreen,https://github.com/bitsadmin/fakelogonscreen,Fake Windows logon screen to steal passwords,1346,Penetration Testing
Killeroo/PowerPing,https://github.com/Killeroo/PowerPing,Advanced command-line ping tool,201,Penetration Testing
bdamele/icmpsh,https://github.com/bdamele/icmpsh,Simple reverse ICMP shell,1588,Penetration Testing
DhavalKapil/icmptunnel,https://github.com/DhavalKapil/icmptunnel,Transparently tunnel your IP traffic through ICMP echo and reply packets.,3133,Penetration Testing
utoni/ptunnel-ng,https://github.com/utoni/ptunnel-ng,Tunnel TCP connections through ICMP.,463,Penetration Testing
3gstudent/Eventlogedit-evtx--Evolution,https://github.com/3gstudent/Eventlogedit-evtx--Evolution,Remove individual lines from Windows XML Event Log (EVTX) files,267,Penetration Testing
lgandx/Responder,https://github.com/lgandx/Responder,"Responder is a LLMNR, NBT-NS and MDNS poisoner, with built-in HTTP/SMB/MSSQL/FTP/LDAP rogue authentication server supporting NTLMv1/NTLMv2/LMv2, Extended Security NTLMSSP and Basic HTTP authentication. ",5811,Penetration Testing
LeonardoNve/sslstrip2,https://github.com/LeonardoNve/sslstrip2,SSLStrip version to defeat HSTS,319,Penetration Testing
moxie0/sslstrip,https://github.com/moxie0/sslstrip,"A tool for exploiting Moxie Marlinspike's SSL ""stripping"" attack.",1975,Penetration Testing
atredispartners/flamingo,https://github.com/atredispartners/flamingo,Flamingo captures credentials sprayed across the network by various IT and security products.,454,Penetration Testing
3gstudent/Javascript-Backdoor,https://github.com/3gstudent/Javascript-Backdoor,Learn from  Casey Smith @subTee,242,Penetration Testing
3gstudent/Worse-PDF,https://github.com/3gstudent/Worse-PDF,Turn a normal PDF file into malicious.Use to steal Net-NTLM Hashes from windows machines.,342,Penetration Testing
Genetic-Malware/Ebowla,https://github.com/Genetic-Malware/Ebowla,Framework for Making Environmental Keyed Payloads (NO LONGER SUPPORTED),748,Penetration Testing
matterpreter/DefenderCheck,https://github.com/matterpreter/DefenderCheck,Identifies the bytes that Microsoft Defender flags on.,2443,Penetration Testing
clr2of8/DPAT,https://github.com/clr2of8/DPAT,Domain Password Audit Tool for Pentesters,956,Penetration Testing
vanhauser-thc/thc-hydra,https://github.com/vanhauser-thc/thc-hydra,hydra,10414,Penetration Testing
OpenSecurityResearch/hostapd-wpe,https://github.com/OpenSecurityResearch/hostapd-wpe,Modified hostapd to facilitate AP impersonation attacks,507,Penetration Testing
Hackstar7/WanaCry,https://github.com/Hackstar7/WanaCry,WannaCry Ransomware,137,Penetration Testing
S3cur3Th1sSh1t/Excel-Phish,https://github.com/S3cur3Th1sSh1t/Excel-Phish,Phish password protected Excel-Files,104,Penetration Testing
rapid7/warvox,https://github.com/rapid7/warvox,,206,Penetration Testing
rasta-mouse/Rosplant,https://github.com/rasta-mouse/Rosplant,,52,Penetration Testing
praetorian-inc/purple-team-attack-automation,https://github.com/praetorian-inc/purple-team-attack-automation,Praetorian's public release of our Metasploit automation of MITRE ATT&CK™ TTPs,722,Penetration Testing
praetorian-inc/pentestly,https://github.com/praetorian-inc/pentestly,Python and Powershell internal penetration testing framework,719,Penetration Testing
infobyte/evilgrade,https://github.com/infobyte/evilgrade,Evilgrade is a modular framework that allows the user to take advantage of poor upgrade implementations by injecting fake updates.,1311,Penetration Testing
chris-short/sptoolkit,https://github.com/chris-short/sptoolkit,Simple Phishing Toolkit is a super easy to install and use phishing framework built to help Information Security professionals find human vulnerabilities,26,Penetration Testing
diegocr/netcat,https://github.com/diegocr/netcat,NetCat for Windows,842,Penetration Testing
AlgoSecure/Pollenisator,https://github.com/AlgoSecure/Pollenisator,Collaborative pentest tool with highly customizable tools,74,Penetration Testing
hashcat/kwprocessor,https://github.com/hashcat/kwprocessor,"Advanced keyboard-walk generator with configureable basechars, keymap and routes",569,Penetration Testing
rasta-mouse/ThreatCheck,https://github.com/rasta-mouse/ThreatCheck,Identifies the bytes that Microsoft Defender  / AMSI Consumer flags on.,1201,Penetration Testing
GhostPack/SharpWMI,https://github.com/GhostPack/SharpWMI,SharpWMI is a C# implementation of various WMI functionality.,757,Penetration Testing
GhostPack/SharpUp,https://github.com/GhostPack/SharpUp,SharpUp is a C# port of various PowerUp functionality.,1355,Penetration Testing
mandiant/SharPersist,https://github.com/mandiant/SharPersist,,1465,Penetration Testing
Kevin-Robertson/InveighZero,https://github.com/Kevin-Robertson/InveighZero,.NET IPv4/IPv6 machine-in-the-middle tool for penetration testers,796,Penetration Testing
n3t1nv4d3/AzRedTeamEnumScript,https://github.com/n3t1nv4d3/AzRedTeamEnumScript,Azure AD RedTeam Full Enumeration Script used to query all aspects of your target Azure tenant.,70,Penetration Testing
dafthack/MailSniper,https://github.com/dafthack/MailSniper,"MailSniper is a penetration testing tool for searching through email in a Microsoft Exchange environment for specific terms (passwords, insider intel, network architecture information, etc.). It can be used as a non-administrative user to search their own email, or by an administrator to search the mailboxes of every user in a domain.",3063,Penetration Testing
rbsec/dnscan,https://github.com/rbsec/dnscan,,1203,Penetration Testing
rsmudge/ZeroLogon-BOF,https://github.com/rsmudge/ZeroLogon-BOF,,158,Penetration Testing
